name,abv,ibu,descript,brewery_id,category_id
Whistling Pig Hefeweizen,4.5,0,,526,8
Snow Cap,7,0,,1030,1
DPA,5.1,0,,1030,3
Krystal Weizen,4.9,0,,1030,8
Thunder Head IPA,6.7,0,,1030,3
Amber Weizen,5.5,0,,1030,8
Hefeweizen,5.2,0,,1030,8
Curve Ball,4.8,0,,1030,-1
Bourbon Barrel Stout,0,0,,704,-1
Oak Stout,0,0,,704,-1
Two Frog Dubbel,0,0,,704,-1
Farm Frog,0,0,,704,-1
Frosty Frog,0,0,,704,3
Dry Hopped IPA,0,0,,494,3
No Doubt Stout,5.75,0,,494,3
Riot Ale,7.5,0,,494,3
IPA,5.5,0,,494,3
Alembic Pale,5.5,0,,494,3
Luna Weizen,4.5,0,,494,8
Castaway Barley Wine Winter Ale,11,0,,966,-1
Blacktop Porter,0,0,,966,2
Puget Porter,0,0,,966,2
Rat City IPA,0,0,,966,3
Fauntleroy Stout,0,0,,966,3
Alki Ale,0,0,,966,3
Vashon Old Stock Ale,0,0,,966,-1
Admiral ESB,0,0,,966,-1
Driftwood Ale,0,0,,966,3
Kataja Olut IVB,7,0,,770,-1
Cream Stout,6.5,0,,1185,3
Leviathan 2004,10,0,,526,-1
MoJo India Pale Ale,6.8,0,,160,3
Old Woody 2005,10,0,,526,1
Weisse,0,0,,103,-1
Urthel Hop-It,9.5,0,,431,5
Super Natural Oatmeal Stout,8,0,,641,3
Flemish Primitive Wild Ale (Pig Nun),9,0,,432,-1
Andelot Cuvee Diabolique,8.5,0,,432,-1
Lozen Boer Abt,10,0,,432,-1
Imperial Gold Malt Liquor,9.9,0,,641,8
Double Daddy,9.5,0,,1177,3
Old Crustacean Barleywine 2005,0,0,,1072,-1
Fred,10,0,,622,-1
Wee Heavy,9.5,0,,21,1
Porter,0,0,,709,2
Horn Dog,10.2,0,"By far the biggest dog in the yard... Horn Dog Barley Wine is a dark and malty English-style Barely Wine that is aged for a minimum of three months before being packaged. Like a fine wine, this beer will only get better with age when stored at optimum conditions.",540,3
Nut Brown Ale,0,0,,137,3
Chaser Pale,0,0,,137,-1
Trappist Extra,9.5,0,,270,-1
Brune,9.5,0,,174,-1
Olde School Barleywine,15.04,0,,459,3
Urbock 23Ã‚Â°,9.6,0,Schloss Eggenberg Urbock 23Ã‚Â° is one of the strongest beers in the world. We keep the Urbock 23Ã‚Â° in our Schloss cellars for 9 months until it is dark gold and strongly matured. Urbock 23Ã‚Â° has received the highest acknowledgments and honours at international exhibitions and world evaluations. It is brewed exclusively from natural raw ingredients after the purity requirement of 1516. Schloss Eggenberg Urbock is filled in a 0.33 litre designer bottle embossed with Schloss Eggenberg and in barrels for the export (20 and 30 litre).,1115,7
Double Diamond Winter,8.5,0,,447,-1
Stone IPA,6.9,0,"An \India Pale Ale\"" by definition is highly hopped and high in alcohol (ours is 6.9% alc./vol.).
Medium Bodied Refreshing Ale
Light-medium malt character with a heavy dose of over the top hops! Two full weeks of \""dry hopping\"" give this beer its abundant hop aroma and crisp hop flavor.""",1204,3
Scaldis Prestige,13,0,,188,-1
Flemish Primitive Wild Ale (Surly Bird),9,0,,432,-1
Red Menace Big Amber,0,0,,623,3
Blonde,7.5,0,,174,-1
St. Sebastiaan Golden,7.7,0,,297,-1
Pils,4.7,0,,221,-1
Hefe-Weizen,5.2,0,,221,4
Xingu,4.7,0,,368,7
Slip Knot Imperial IPA 2006,7.8,0,,562,3
Bottleworks IPA,8.5,0,,447,3
Old Rasputin Russian Imperial Stout,9,0,"Produced in the tradition of 18th Century English brewers who supplied the court of Russia's Catherine the Great, Old Rasputin seems to develop a cult following wherever it goes. It's a rich, intense brew with big complex flavors and a warming finish.",919,3
Yeti Imperial Stout,9.5,0,"Traditionally, Imperial Stouts, the biggest and boldest of all stouts, were brewed with massive amounts of roasted malts and hops, resulting in a velvety smooth but robust beer characterized by high alcohol content and extremely high hop bitterness. Meeting the challenge of this aggressive, challenging beer style, Great DivideÃ¢â‚¬â„¢s Yeti Imperial Stout is an onslaught of the senses. An almost viscous, inky-black brew, Yeti opens with a massive, roasty, chocolate, coffee malt flavor that eventually gives way to rich toffee and burnt caramel notes. Packed with an enormous quantity of American hops, YetiÃ¢â‚¬â„¢s hop profile reveals a slightly citrusy, piney, and wonderfully dry hoppy finish.",604,3
Hefe-Weizen Dunkel,0,0,,745,-1
Winter-Traum,5.4,0,,745,7
Poperings Hommel Ale,7.5,0,,301,3
Smoked Rye Bock,0,0,,907,8
Russian Imperial Stout,0,0,,1263,3
Jenlain St Druon de Sebourg,6,0,,190,-1
Les Sans Culottes,7,0,,196,-1
Bruocsella 1900 Grand Cru,0,0,,202,5
Scaldis / Bush Amber 12%,12,0,,188,-1
Princess of Darkness Porter,4.6,0,,590,2
Impromptu Pale Ale,5,0,,590,3
Steinworthy Oktoberfest,6,0,,590,7
DSB / Dusters Special Bitter,5.6,0,,590,-1
Bugeater Brown Ale,4.4,0,,590,3
Tin Lizzie Hefeweizen,5.5,0,,590,4
All-American Lager (discontinued),0,0,,590,-1
Heavenly Helles,5.3,0,,590,-1
Orval Trappist Ale,6.9,0,,169,5
Trappist Bruin Bier / BiÃƒÂ¨re Brune,0,0,,270,-1
Rochefort 8,9.2,0,"Yellowish-brown colour, with a more pronounced aroma, more fruits and a slight amount of Demi-Sec. This variety constitutes the largest proportion of production.",7,-1
Satan Red,8,0,,271,-1
Entire Stout,4.5,0,,671,3
Ivanhoe,5.2,0,,1056,3
XX Bitter,6,0,,277,-1
Moza,0,0,,359,7
Negra,5.4,0,,370,7
Stout,0,0,,1003,3
Porter,0,0,,717,2
Oktoberfest,0,0,,717,7
Tip Top Pale Ale,0,0,,717,3
DoppelSticke,8.5,0,,1303,7
Sticke,6,0,,1303,3
Alt,4.5,0,,1303,3
Hitachino Nest Japanese Classic Ale,7,0,,742,1
9th Anniversary IPA,7.5,0,,1204,3
Adam,10,0,,622,1
Rose,7.5,0,,622,-1
Kasteel Bier Donker-Foncee,11,0,,303,-1
Urthel Samaranth Quadrium Ale,11.5,0,,431,-1
Andelot Mystique,8.5,0,,432,-1
Andelot Angelique,7,0,,432,-1
Andelot Euphorique,6.5,0,,432,-1
Terrible,10.5,0,"Topped by a sumptuous head of foam, La Terrible possesses a fruity aroma enriched with notes of roasted malt and Madeira. Its long lasting flavour is both elegant and full bodied.
La Terrible is a dark brown beer on lees and is part of a collection of exotic and refined Unibroue beers brewed using 100% natural raw materials. It may be drunk as an aperitif or as an after dinner digestive. It is equally a perfect accompaniment to the above-mentioned dishes or a pleasant alternative to coffee.",1307,5
Deus Brut des Flandres,11.5,0,,269,-1
Kentucky Ale,0,0,,28,3
5 Barrel Pale Ale,5.3,0,"The distinctive hop character of our 5 Barrel Pale Ale is due to the extraction of essential oils from select hops. We treat 5 Barrel Pale Ale to an infusion of fresh whole hop flowers in the Hop Back and the Fermentor, as well as four hop additions during the kettle boil. We like how this gives the beer a fresh, lively flavor and aroma.",935,1
Spruce Ale,0,0,,1143,-1
Triple ImpÃƒÂ©riale,0,0,,174,-1
Avec Les Bons Voeux,9.5,0,,189,-1
Blonde,6,0,This authentic Abbey Ale is based on the recipe perfected centuries ago by the monks of Abbey Du Val-Dieu.,175,5
Oatmeal Cream Stout,0,0,,1143,3
Augustinian Ale,5.2,0,,903,-1
Butty Bach,4.5,0,,1378,-1
Pale Ale,0,0,,623,3
De Horste Vermeer Traditional Dutch Ale,8,0,,109,-1
Troublette,5.5,0,,195,-1
Blonde Tradition,6.2,0,,194,-1
NoÃƒÂ«l,0,0,,128,1
Yeti,8,0,,182,-1
Brune / Brown,8,0,,175,-1
Pere Jacques,0,0,,586,-1
1784 Anniversary Beer,5.4,0,,1331,-1
Baltas Alus,5.2,0,,1331,4
El Jefe Weizen Ale,0,0,,623,4
Hefeweizen,0,0,,89,8
Dancing Trout Ale,0,0,,89,-1
Untouchable Pale Ale,5.5,0,,1177,3
X Extra Pale Ale,5,0,,21,3
Chehalem Mountain IPA,0,0,,584,3
Moylander Double IPA,8.5,0,"Ã¢â‚¬Å“If One is Good, Then Two is Better!Ã¢â‚¬Â Our Moylander Double IPA is fat and resiny, with aggresive and excessive hops swinging on on an enormous malt backbone like naughty monkeys on a vine. Double malt, double hops - do the math, itÃ¢â‚¬â„¢s academic. This brew has twice the things youÃ¢â‚¬â„¢re looking for, and itÃ¢â‚¬â„¢s big enough to share with the one you love. And isnÃ¢â‚¬â„¢t that what it's all about?",892,3
Indica India Pale Ale,6.5,0,,803,3
Vichtenaar,5.1,0,,305,-1
Zatte Amsterdamse Tripel,8,0,,261,-1
Old Stock Ale 2004,11.4,0,,919,1
Old Ruffian,10.2,0,"Old Ruffian is a hefty, hop-forward Barley Wine. Seemingly mellow at first sniff, with its subtle fruit aromas and complex caramel sweetness, this deep mahogany-hued ale quickly shows its true character marked by bold hop flavors and massive hop bitterness. Old RuffianÃ¢â‚¬â„¢s rich, slightly creamy, caramel malt mouthfeel balances its grapefruit, pine, and floral hop flavors, working wonders on your palate.",604,3
Talon,10.5,0,,849,-1
Will-BrÃƒÂ¤u Ur-Bock,0,0,,661,7
Asam-Bock,6.9,0,,745,7
Barock-Dunkel,4.7,0,,745,-1
Hefe-Weizen Hell,0,0,,745,4
Neuschwansteiner Bavarian Lager,0,0,,659,-1
Wooly Bully,0,0,,1143,7
Mongoose IPA,0,0,,623,3
Big Daddy IPA,6.5,0,"No lightweight, Big Daddy I.P.A tips the scales with a huge hop flavor and a clean, dry finish that leaves the scene without a trace.",1177,3
Titan IPA,6.8,0,"Traditionally India Pale Ales, the hoppiest of all pales, were brewed with more alcohol and large quantities of hops in order to survive the lengthy ocean journey from the U.K. to India. Unlike our brewing forefathers, Great Divide enjoys the modern benefits of refrigeration and we donÃ¢â‚¬â„¢t have any plans to ship Titan IPA to India. Instead, we brew Titan IPA for hop disciples Ã¢â‚¬â€œ independent beer drinkers seeking out robust, flavorful beers characterized by their abundance of hops flavor, aroma and bitterness. As a big, aggressively hopped India Pale Ale, Titan IPA fills this bill Ã¢â‚¬â€œ beginning with piney hop aromas and citrus hop flavors, and finishing with a rich, malty sweetness that is carefully balanced with crisp hop bitterness.",604,3
St Peter's Organic Ale,4.5,0,"Water is extracted from our own 300Ã¢â‚¬â„¢ deep borehole and combined with Soil Association accredited light malted barley from Norfolk. Organic hops provide the distinctive palate. The yeast used is St. PeterÃ¢â‚¬â„¢s own single strand variety. The result is a delicate, clean, crisp, lightly carbonated, traditional English Ale with a full Ã¢â‚¬Ëœcitrus hopÃ¢â‚¬â„¢ aftertaste. This lovely beer won the Soil AssociationÃ¢â‚¬â„¢s top prize in 2002 and a silver medal in 2006.",1185,1
Old-Style Porter,5.1,0,,1185,2
Ãƒâ€°dition 2005,0,0,,1307,-1
Vertical Epic 05.05.05,8.5,0,,1204,-1
Speedway Stout,12,0,"A HUGE Imperial Stout that weighs in at an impressive 12% ABV! As if that's not enough, we added pounds of coffee for a little extra kick. Our special-edition Brewer's Reserve Speedway Stout, which is aged in Bourbon barrels, has been rated the #1 BEST BEER IN THE WORLD at ratebeer.com. It was also featured on CNBC's \Squawk Box\"" in a segment on the best dark beers in America.""",21,3
Cream Stout,0,0,,447,3
Grand Cru,10,0,,447,-1
AmbrÃƒÂ©e / Chestnut Beer,0,0,,199,-1
Quail Springs IPA,6,0,,441,3
IPA,5.5,0,,447,3
Cambonator Doppelbock,7.2,0,,26,7
Best Bitter,5.5,0,,447,-1
Porter Czarny Boss / Black BOSS Porter,9.6,0,,156,3
Oak Aged Yeti Imperial Stout,9.5,0,"Crack open Yeti Imperial StoutÃ¢â‚¬â„¢s sophisticated sibling Ã¢â‚¬â€œ Oak Aged Yeti Imperial Stout. Although these beers come from the same clan, they have entirely different personalities. Aging on a blend of French and toasted oak chips infuses a subtle oak and vanilla character into YetiÃ¢â‚¬â„¢s already intense chocolate, roasted coffee malt flavor and hugely assertive hop profile. Who says you canÃ¢â‚¬â„¢t tame a Yeti?",604,3
Riverboat Rye,0,0,,1205,-1
Masterpiece Porter,0,0,,1205,2
Stout,0,0,,1205,3
Pioneer Black River Red,0,0,,1103,3
Pilsner,4.8,0,,207,-1
Double IPA,6.8,0,,1315,3
Dundee Export 90 Scotch Ale,6.5,0,,1315,-1
Blackstone Stout,5.9,0,,1315,3
Red Ale,5.5,0,,691,3
Schuylkill Punch,6,0,"Ruby colored ale fermented with over 500 pounds of real black and red raspberries for a distinct berry aroma and a tart, sweet flavor. This beer is gently filtered to preserve its delicate profile and is made with both Belgian Ale Yeast and our Proprietary Lager Strain.",823,11
Nokdechiloff,12.7,0,"This winter warmer will knock the chill away until summer. It used as much malt as our brew house can handle and armloads of fresh hops and lovingly laid in our fermentor for four months. Massively malty and balanced with burly bitterness it is truly the king of beers, approaching wine in strength. A definitive one to have when youÃ¢â‚¬â„¢re only having one. Adoringly served in brandy snifters to preserve precious properties.",823,3
California Dreaming,8,0,"Imperial, or super IPAÃ¢â‚¬â„¢s were spawned out of the fascination of hops by the American consumer and are beyond Pale Ales and IPAÃ¢â‚¬â„¢S in terms of both hop and alcohol content. Our interpretation is orange-gold in color, lightly bitter but highly hoppy with a firm malt backbone. 
WeÃ¢â‚¬â„¢ll gladly put this head-to-head with the best that those California Hophead/Brewers have to offer.",823,3
Manayunk Lager,6.4,0,"In strict accordance with the German purity law of 1516, we present to you this annually brewed festbier. Traditionally brewed in March and stored deep in the caves of Germany, this beer was brought to the masses to celebrate in October. It is a Vienna-style lager with a bit more malt and hops making a malty but balanced beverage. Copper-orange in color, it sports a toasty malt backbone that wonderfully compliments itself with many of our menu items.",823,7
Brilliant Barstool,5.1,0,"A true English session ale brewed in the pale ale style using ye olde techniques of yesteryear. Specially crafted to inspire you and your thirstiest mates barstool conversations. Light copper in colour. This pint is quite malty with just enough East Kent hops for a nice, earthy hoppiness. Naturally cask conditioned, this may be served a little cold for a true Brit but is a 
complimentary double nod to one of the 1st beer styles. Cheers mate!",823,1
Krooks Mill,5.3,0,"A well-balanced, hoppy American style pale ale with a generous usage of Caramel and Crystal malts. This beer is amber in color and is finished
with fresh Cascade, Columbus and Mt. Hood hops from the Pacific Northwest for a wonderful floral aroma. World Beer Cup Bronze Medal winner and a Perennial favorite here at the Brewery. Also available in bottles to go.",823,3
Summer Gold,5,0,,823,-1
Bohemian Blonde,4.7,0,"Our lightest beer Ã¢â‚¬â€œ pale blonde in color with a crisp, softly sweet malt flavor, smooth finish and very subtle bitterness. Went to the final judging table at the GABF alongwith the Mega Breweries last year!",823,7
Trompe La Mort,7.4,0,,503,7
3C Extreme,0,0,,916,3
Bill Payer Ale / BPA,0,0,,916,3
Ich Bin Ein Berliner Weisse,0,0,,916,-1
Wee Heavier,9.5,0,,916,1
Tart,0,0,,916,-1
Spring Ale,0,0,,916,-1
PÃƒÂ©chÃƒÂ© Mortel,0,0,,449,-1
Oude Gueuze Vielle,0,0,,290,5
Lambic 2002,0,0,,202,-1
Gueuze 1882,5,0,,283,5
Oatmeal Stout,0,0,,691,3
Belgian Singel,0,0,,691,-1
IPA,0,0,,691,3
Kolsch,0,0,,691,-1
Dunkelweizen,0,0,,1321,-1
Regiment Pale Ale,6.1,0,,1321,3
Red Coat Ale,5.7,0,,1321,3
Instigator Doppelbock,7.5,0,,1158,7
Piketown Pils,5.1,0,,1158,-1
Seamus Irish Red,5.6,0,,1158,-1
Helles Bock,6.6,0,,1158,7
Burns Scottish Ale,5.3,0,,1158,-1
Anniversary IPA Ahtanum,7.2,0,,1158,3
Anniversary IPA Glacier,7.2,0,,1158,3
Route 113 IPA,7.2,0,"A big, flavorful IPA for all the hopheads out there, brewed with British Pale and Crystal malts, and hopped with Centennial, Cascade, German Northern Brewer, & UK East Kent Goldings. Bold and spicy.",1158,3
Featherweight Lager,4.1,0,,1158,8
Royal Weisse,5.7,0,,1158,4
Phoenix Pale Ale,5.5,0,,1158,3
Helles Golden Lager,4.7,0,,1158,-1
Golden Treasure,4.2,0,"For those who enjoy a clean, crisp, refreshing beer this medium copper colored brew is perfect. With its low level of hop bitterness and slightly sweet flavor it is one of our lightest ales. We use the lightest grains with Kent Goldings and Liberty hops. This beer is an excellent choice for the not so brave.",409,3
Crabby Larry's Irish Red Ale,6,0,"Rich and smooth on the pallate this ale is a near perfect \Irish Red\"". A variety of hops",409,2
Calico Jack Amber Ale,5.4,0,"A rich, malty beer made with classic American hops for a full and complex flavor. Very smooth in aroma and palate. The caramel overtones leave a nice finish.",409,3
Pale Ale,0,0,,409,3
Summer Lager,0,0,,409,8
Irish Stout,0,0,,1011,3
Hop Hazard,0,0,,1011,3
Indian Red Ale,0,0,,1011,-1
Lager,0,0,,1011,8
Special Ale,0,0,,1011,3
Irish Red Ale,0,0,,841,-1
Abbey 8,8,0,,841,-1
Farmhouse Saison,6.2,0,,841,-1
East Kent IPA,6.6,0,,841,3
French Country Spring Beer,6.5,0,,841,-1
Black Lab Stout,5.7,0,,841,3
Old Rogue Pale Ale,5.5,0,,841,3
Unicorn Amber Ale,4,0,,841,3
Light Lager,3.5,0,,841,8
Half Again Bock,0,0,,721,7
Winterfest Lager,0,0,,721,7
Scottish Ale,0,0,,721,-1
Pale Ale,0,0,,721,3
Light Lager,0,0,,721,8
Russian Imperial Stout,9.5,0,,700,3
Irish Red Ale,0,0,,700,-1
Iron Hill Belgian Tripel,9.5,0,"Traditional Belgian-style golden ale, complex aroma and flavor of plums, spice and bananas with a refreshing balanced bitterness.",700,-1
Pig Iron Porter,0,0,"Historically, porter had its heyday in 18th century London, where it was the beer of the working class. It doesn't take much to work up a thirst for this flavorful beer. The distinct roasted and chocolate notes are well balanced by a slight bitterness.",700,2
Ironbound Ale,5.1,0,"Hold onto your beer mugs, because this medium-bodied beer has been overwhelmed with hop additions. Brewed as an American pale ale, it's a celebration of American hop varieties: Cascade, Crystal, Centennial and Chinook. You won't be disappointed.",700,3
Lodestone Lager,0,0,,700,-1
Anvil Ale,4.8,0,"English style best bitter. It is a traditional English pub ale that is easy drinking, often referred to as a \session beer\"". It is medium-bodied and copper colored with a noticeable malt flavor up front that finishes with a hop bitterness and floral hop flavor.""",700,1
Light Lager,0,0,,700,8
Brau Light,0,0,,227,8
Dirty Bastard Scotch Style Ale,8.5,0,"Founders flagship beer. Dirty Bastard is an absolute beautiful beer to behold. Dark ruby in color and brewed with ten varieties of imported malts this beer continuously lives up to its reputation as a bold and powerful ale. Dirty Bastard is complex in the finish with hints of smoke and peat paired with a malty richness, finalized with a good bit of hop attitude.  This beer ain't for the wee lads.",549,1
Eagle Lake Pale Ale,0,0,,71,3
Rapidan Brown,0,0,,71,3
Saint Peter Red,0,0,,71,3
Mankato Gold,0,0,,71,-1
Anniversary Ale,9,0,,71,1
Kasota IPA,0,0,,71,3
The Beast Grand Cru,14.9,0,"The Beast is a seducer - accommodating, complicated, powerful, dark and created to last the ages. With a deep burgundy color and aromas of honey, nutmeg, mandarin orange and pineapple, this massive and challenging brew has flavors akin to a beautiful Carribean rum. Dates, plums, raisins and molasses are dominant in a rich vinous texture. Cellarable for 10+ years.",62,5
Four,10,0,,23,-1
Special Extra Export Stout,9,0,,272,-1
Pilsner,0,0,,521,-1
Lemon Wheat,0,0,,521,11
Stout,0,0,,521,3
Bock,0,0,,521,7
Long Face Amber,0,0,,942,3
Marzen Lager,0,0,,942,7
Off KIL Ter Scottish Ale,0,0,,942,-1
"Stout \To Be Named Later\""""",0,0,,942,3
Mild Brown,0,0,,942,3
Caramel Apple Ale,0,0,,942,1
Wexford Irish Cream Ale,5,0,"Based on a traditional Irish recipe from county Wexford that dates back to 1810, we use only the best ingredients to ensure that our Wexford Ale has a smooth mellow creaminess we believe you will enjoy.",612,11
Grand Cru,7.2,0,,23,-1
Old Guardian Barley Wine 2005,0,0,,1204,-1
Wee Heavy,6.5,0,,98,1
Roza Reserve,0,0,,1162,-1
Winterfestival,5.5,0,,26,7
St. Martin Doppelbock,7.5,0,,15,7
JubilÃƒÂ¤ums German Pils,0,0,,15,-1
Bayrisch Hell,4.7,0,,26,-1
Sprecher Doppelbock,7.85,0,This dark lager was originally brewed as liquid bread to sustain Bavarian monks while fasting. Its sweet complex malt character comes from brewing with many varieties of dark roasted caramel malts and long periods of cold storage (6 months).,1181,7
Gingered Ale,0,0,,1295,-1
Bourbon Barrel Scotch Ale,7.5,0,,1295,-1
Burntwood Black Ale,0,0,,1295,2
Derailed Ale,0,0,,1295,3
HabaÃƒÂ±ero,0,0,,527,-1
1100 Wheat Wine,11.5,0,,527,-1
Witchtree ESB,5.6,0,,527,-1
Big Boat Oatmeal Stout,6.6,0,,527,3
XXX English Ale,6.6,0,,527,3
El NiÃƒÂ±o IPA,0,0,,527,3
Starfire Pale Ale,6.2,0,,527,3
Farmhouse Reserve,6.3,0,,527,-1
Lighthouse Ale,4.4,0,,527,8
Chocolate Mint Stout,0,0,,1169,-1
Porter,0,0,,1169,2
Pale Ale,0,0,,1169,3
Nut Brown Ale,4.2,0,,1169,3
Honey Pilsner,4.5,0,,1169,8
Cream Ale,0,0,,1169,8
Moneuse Speciale NoÃƒÂ«l,0,0,,170,-1
Speciale NoÃƒÂ«l,0,0,,192,-1
Christmas Ale,8.5,0,,246,-1
K-O Blond Beer,10,0,,432,-1
Brune / Bruin,7.5,0,,295,-1
Grotten Brown,6.7,0,"The latest acquisition Ã¢â‚¬Å“GrottenbierÃ¢â‚¬Â was created by Master Brewer Pierre Celis. It is an aromatic dark beer with 6.5% alcohol content.
In the marl pits in Kanne ( Belgium) and Valkenburg (the Netherlands), deep under the ground, you can taste the Grottenbier in a constant temperature of 11Ã‚Â° Celsius.
As it is the case with Champagne, the bottles are placed in a Ã¢â‚¬Å“pupitreÃ¢â‚¬Â with results in an additional fermentation. 
This beer with a high fermentation with a second fermentation in the bottle has been pointed out as one of the best 10 present-day beers by beer guru Michael Jackson.",296,3
Barley Wine Ale,10,0,,447,-1
Doggie Claws 2004,11.5,0,,622,-1
Imperial Stout,8.2,0,,765,3
Censored (aka The Kronic),5.9,0,,765,3
Wee Beast,7,0,,703,1
Bloesem Bink,7.1,0,,286,-1
Loterbol,8,0,,282,-1
IPA,6.7,0,,1242,3
Ruth,4.5,0,,622,-1
Mojave Gold,0,0,,693,8
Eastern Sierra Lager,0,0,,693,-1
Princess of Darkness Porter,5.4,0,,1366,2
Mojave Red,0,0,,693,8
Desert Pale Ale,0,0,,693,3
Plaid Bastard,8,0,,592,1
Dos Rios Vienna Lager,0,0,,577,8
Rye On,4.8,0,,371,8
Black Lab Stout,0,0,,116,3
Loyal Duke Scotch Ale,8.6,0,,36,1
Amber,0,0,,822,3
Jubilee Ale,0,0,,702,1
Mocha Joe,8.1,0,,382,-1
Otis Alt,5.3,0,,491,3
Weizen,0,0,,977,4
Kellerbier,0,0,,1284,-1
American Pale Ale,5.2,0,"Thomas Hooker American Pale Ale is an extremely vivid, medium-bodied brew. Hooker Pale Ale stresses the crisp bitterness, lingering resin flavor, and aroma of American hops which are characteristic of the most distinctive West Coast Ales. The caramel sweetness of the malt balances the chock-full-of-hops flavor to yield a complex but quite refreshing brew.",1258,3
Sled Dog Doppelbock,0,0,,1333,7
Weathertop Doppelbock,7.3,0,,866,7
Wheat Wine,11.5,0,,1013,-1
Pioneer Peak Porter,4.3,0,,601,2
Wild Banshee Barleywine,9.8,0,,513,-1
Thundermuck Stout,0,0,,124,3
Solidarity,0,0,,904,3
Irish Red,0,0,,444,-1
Buccaneer Brown Ale,0,0,,625,3
Hoppy Hour IPA,0,0,,834,3
Sisyphus Barleywine,11.1,0,,1044,-1
Pallavicini Pilsner,0,0,,1025,-1
Four Alarm Alt,4.8,0,,1027,3
Hibernator Doppelbock,0,0,,818,7
Silver,5.1,0,,860,-1
IPA,0,0,,1119,3
Thunderhead Amber Ale,6,0,,1129,3
Impale Ale,0,0,,1145,3
Old Town IPA,0,0,,1294,3
Emancipator,8.3,0,,1305,7
Pale,0,0,,778,3
Black Sheep Espresso Stout,0,0,,1263,-1
Superhop Ale,5.6,0,,76,3
Oatmeal Stout,4.5,0,,144,1
5 Czars Imperial Stout,0,0,,841,3
Ironhead Porter Old No. 3,6,0,,537,2
KÃƒÂ¶lsch,0,0,,383,-1
Slam Dunkel,0,0,,823,-1
Irvington Porter,0,0,,16,2
Marzen,0,0,,485,7
Big Woody Lager,0,0,,239,-1
Schaumbergfest,0,0,,118,7
Tannhauser,0,0,,59,3
Trappist Westvleteren 8,8,0,,263,5
Peat Smoked Altbier,0,0,,1261,8
Billings IPA,0,0,,879,3
Peak One Porter,0,0,,64,2
Old Smoky,0,0,,64,8
St. Charles ESB,4.5,0,"Our British-style session beer is cask conditioned and dry hopped. Tea colored with a toasted malt flavor, it's an easy drinker with a light mouthfeel and elgeant hop nose.",1379,1
Wild Turkey Bourbon Stout,0,0,,440,-1
Lucky U Denver Special Bitter,4.46,0,,440,-1
Redwing,4.73,0,,440,3
Pale Ale,5.5,0,,440,3
Oatmeal Stout,6.54,0,,440,3
Nut Brown Ale,5.2,0,,440,3
Singletrack Copper Ale,5.57,0,,440,3
Buffalo Gold,6.3,0,,440,-1
Honey Wheat,4.46,0,,440,-1
Pilsner,4.99,0,,440,8
Thunder Stout,4.95,0,,236,3
Autumn Ale,6.7,0,,236,3
Lucky U Denver Special Bitter,0,0,,236,-1
471 Pilsner,0,0,,236,-1
Mortality Stout,7.5,0,,1045,3
Big Hoppy Monster,8.75,0,This mammoth imperial red ale leads with a tantalizing hop aroma that is quickly complemented by an enormous malt backbone & finished with a multitude of hoppy goodness.,1243,3
Sublimator Doppelbock,0,0,,81,7
Strom Bomb Stout,7.3,0,,159,3
Black Sand Porter,0,0,,751,2
Powell Porter,0,0,,814,2
Eager Beaver IPA,0,0,,814,3
IPA,6.9,0,,376,3
Black Cat Stout,6.15,0,,376,3
Fat Cat,7.25,0,,376,-1
Arrogant Brit,5.3,0,,376,-1
Pilsner,4.85,0,,376,-1
Dogtoberfest Octoberfest,5.3,0,"Dogtoberfest are shrouded in mystery, but scholars think it has everything to do with an insane German king and a crazed Oompah band. You can read the full historical record of Dogtoberfest at FlyingDogAles.com. Dogtoberfest is deep mahogany in color with an intriguing caramel finish and brewed with 100% imported German ingredients for a true German flavor.",540,7
Lucky U ESB,5.1,0,,1064,-1
Purple Nightie,6.2,0,,1064,-1
Rocktoberfest,5,0,,1064,7
Dark Knight,12,0,,78,-1
Sunny Summer Ale,0,0,,78,-1
Wit,0,0,,78,-1
Old Eight Porter,0,0,,78,3
Wild Brunette,7.5,0,,78,-1
Stockyard IPA,0,0,,78,3
Little Barley Bitter,0,0,,78,-1
Black H2O Oatmeal Stout,6.2,0,"This is our darkest and most heavy regular offering. It is virtually black in color and features rich roasted malt flavor with a delicate caramel and vanilla finish. It is carbonated and served with the use of nitrogen gas, giving the Black Water a beautiful cascading pour and thick, creamy foam atop your glass. Made with only the freshest American malts and English hops.",869,1
Masala Mama IPA,5.9,0,"Our brewers believe an American IPA should be full of American hops. Masala Mama uses three different West Coast varieties, over five hop additions. This copper-colored ale is not strictly about hops; American pale barley and several caramel malts balance the flavor for a green, toasted caramel finish. The British realized an abundance of hops will help preserve beer Ã¢â‚¬Â¦ we realized hops can preserve our customers.",869,3
Smoked Porter,0,0,,869,8
Tripel Vision,0,0,,869,-1
Hope & King Scotch Ale,6,0,"Hope and King is a full-body brew and is rich in malt complexity. Brewed with both English and American barley and many, many specialty malts this deeply colored ale has hints of roasted chocolate, caramel and raisins with very little hop presence. Our interpretation of the classic ale that originated in Glasgow, Scotland.",869,1
West Bank Pub Ale,4.6,0,"Most welcoming British pubs off a house ale or \pub ale\"" Ã¢â‚¬â€ this is ours. We use only the finest English barley",869,1
